State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Months,Temperature,Rainfall,Humidity,Sun hours
Nagaland,KIPHIRE,2009,Kharif     ,Peas & beans (Pulses),5.081404365,5.141663557,0.723918839,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2009,Kharif     ,Potato,4.709530201,6.938284484,2.338303176,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2009,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2009,Rabi       ,Peas & beans (Pulses),5.707110265,5.739792912,0.709676483,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2010,Kharif     ,Peas & beans (Pulses),5.081404365,5.303304908,0.810930216,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2010,Kharif     ,Potato,4.615120517,7.147559271,2.617395833,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2010,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2011,Kharif     ,Peas & beans (Pulses),5.081404365,5.303304908,0.810930216,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2011,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2011,Rabi       ,Peas & beans (Pulses),5.802118375,5.673323267,0.630626824,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2011,Rabi       ,Potato,4.795790546,6.985641818,2.302585093,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2012,Kharif     ,Peas & beans (Pulses),5.141663557,5.398162702,0.830348302,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2012,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2012,Rabi       ,Peas & beans (Pulses),5.831882477,5.860786223,0.70774598,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2012,Rabi       ,Potato,5.017279837,7.307202315,2.391816227,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2013,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2013,Rabi       ,Peas & beans (Pulses),5.831882477,5.888877958,0.722134717,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2013,Rabi       ,Potato,5.017279837,7.313886832,2.397895273,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2014,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2014,Rabi       ,Peas & beans (Pulses),5.831882477,5.916202063,0.736319352,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KIPHIRE,2014,Rabi       ,Potato,5.081404365,7.396948603,2.414797084,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,1999,Kharif     ,Peas & beans (Pulses),5.993961427,5.564520407,0.500775288,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,1999,Kharif     ,Sunflower,5.303304908,5.602118821,0.854415328,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,1999,Rabi       ,Sunflower,6.478509642,6.814542897,0.875468737,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,1999,Whole Year ,Potato,6.673297968,9.344958674,2.739614283,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2000,Kharif     ,Peas & beans (Pulses),5.993961427,5.564520407,0.500775288,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2000,Kharif     ,Sunflower,5.398162702,5.141663557,0.572519193,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2000,Rabi       ,Peas & beans (Pulses),6.431331082,6.463029457,0.709147522,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2000,Rabi       ,Sunflower,4.875197323,4.94875989,0.730887509,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2000,Whole Year ,Potato,5.771441123,7.875119281,2.221239454,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2001,Kharif     ,Peas & beans (Pulses),5.252273428,4.94875989,0.552068582,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2001,Kharif     ,Sunflower,3.433987204,3.931825633,0.980829253,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2001,Rabi       ,Peas & beans (Pulses),6.698268054,6.685860947,0.68695521,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2001,Whole Year ,Potato,5.484796933,7.979681302,2.577688383,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2002,Kharif     ,Peas & beans (Pulses),4.615120517,4.615120517,0.693147181,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2002,Kharif     ,Sunflower,4.94875989,5.525452939,1.024504317,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2002,Rabi       ,Peas & beans (Pulses),6.621405652,6.398594935,0.587786665,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2002,Rabi       ,Sunflower,4.94875989,5.081404365,0.762140052,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2002,Whole Year ,Potato,5.96870756,8.279189777,2.407176082,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2003,Kharif     ,Peas & beans (Pulses),4.795790546,5.442417711,1.070441412,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2003,Kharif     ,Sunflower,5.081404365,5.993961427,1.252762968,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2003,Rabi       ,Peas & beans (Pulses),6.196444128,5.442417711,0.384845821,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2003,Rabi       ,Sunflower,3.931825633,4.510859507,1.029619417,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2003,Whole Year ,Potato,5.916202063,7.937731775,2.147983861,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2004,Kharif     ,Peas & beans (Pulses),4.615120517,4.709530201,0.741937345,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2004,Rabi       ,Peas & beans (Pulses),6.88857246,6.803505258,0.651474484,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2004,Whole Year ,Potato,8.389587067,10.43267359,2.165149987,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2005,Kharif     ,Peas & beans (Pulses),4.709530201,4.875197323,0.780158558,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2005,Rabi       ,Peas & beans (Pulses),6.898714534,7.208600338,0.860201265,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2006,Kharif     ,Peas & beans (Pulses),5.141663557,5.398162702,0.830348302,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2006,Kharif     ,Potato,6.722629795,8.929435284,2.312177493,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2006,Rabi       ,Peas & beans (Pulses),6.918695219,7.107425474,0.792051255,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2007,Kharif     ,Dry chillies,4.615120517,4.875197323,0.832909123,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2007,Kharif     ,Potato,6.552507887,9.024131268,2.553899521,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2007,Kharif     ,Sunflower,5.303304908,5.252273428,0.667829373,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2007,Rabi       ,Peas & beans (Pulses),6.908754779,7.048386409,0.765467842,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Kharif     ,Dry chillies,5.638354669,5.888877958,0.826678573,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Kharif     ,Peas & beans (Pulses),5.707110265,6.06610809,0.889262059,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Kharif     ,Potato,6.381816017,8.880585523,2.57918908,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Kharif     ,Sunflower,3.713572067,3.433987204,0.559615788,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Rabi       ,Peas & beans (Pulses),6.398594935,6.673297968,0.840129371,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2008,Rabi       ,Potato,6.431331082,8.946505026,2.594291316,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2009,Kharif     ,Peas & beans (Pulses),5.673323267,5.771441123,0.743578034,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2009,Kharif     ,Potato,6.431331082,8.681181042,2.351375257,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2009,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2009,Rabi       ,Peas & beans (Pulses),6.447305863,6.463029457,0.70105236,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2009,Rabi       ,Potato,6.647688374,9.168580438,2.599317001,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2010,Kharif     ,Peas & beans (Pulses),5.739792912,5.942799375,0.8001193,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2010,Kharif     ,Potato,6.381816017,8.921457579,2.617024615,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2010,Kharif     ,Sunflower,3.713572067,3.713572067,0.693147181,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2010,Rabi       ,Potato,6.746412129,9.263975921,2.596132285,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2011,Kharif     ,Peas & beans (Pulses),5.771441123,5.993961427,0.810930216,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2011,Kharif     ,Sunflower,3.931825633,3.931825633,0.693147181,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2011,Rabi       ,Peas & beans (Pulses),6.463029457,6.34738921,0.636907462,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2011,Rabi       ,Potato,7.293697721,9.494842393,2.306658418,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2012,Kharif     ,Peas & beans (Pulses),5.802118375,6.089044875,0.84729786,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2012,Kharif     ,Sunflower,3.931825633,3.931825633,0.693147181,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2012,Rabi       ,Peas & beans (Pulses),6.478509642,6.523562306,0.715961858,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2012,Rabi       ,Potato,7.320526962,9.632400354,2.406885444,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2013,Kharif     ,Sunflower,4.110873864,3.931825633,0.606135804,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2013,Rabi       ,Peas & beans (Pulses),6.478509642,6.552507887,0.730887509,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2013,Rabi       ,Potato,7.340186835,9.646076003,2.401430928,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2014,Kharif     ,Sunflower,4.262679877,4.110873864,0.619039208,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2014,Rabi       ,Peas & beans (Pulses),6.478509642,6.56667243,0.738267616,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,KOHIMA,2014,Rabi       ,Potato,7.359467638,9.692210811,2.425873118,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2008,Kharif     ,Dry chillies,4.615120517,4.795790546,0.78845736,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2008,Kharif     ,Peas & beans (Pulses),5.081404365,5.303304908,0.810930216,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2008,Kharif     ,Potato,5.303304908,7.80832305,2.587764035,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2008,Rabi       ,Peas & beans (Pulses),5.707110265,5.942799375,0.818310324,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2009,Kharif     ,Peas & beans (Pulses),4.94875989,5.017279837,0.7282385,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2009,Kharif     ,Potato,5.252273428,7.484930283,2.33876475,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2009,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2009,Rabi       ,Peas & beans (Pulses),5.802118375,5.802118375,0.693147181,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2010,Kharif     ,Peas & beans (Pulses),5.017279837,5.252273428,0.818310324,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2010,Kharif     ,Potato,5.081404365,7.635786861,2.634583049,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2010,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2011,Kharif     ,Peas & beans (Pulses),5.017279837,5.252273428,0.818310324,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2011,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2011,Rabi       ,Peas & beans (Pulses),5.831882477,5.707110265,0.632522559,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2011,Rabi       ,Potato,5.141663557,7.333676396,2.302585093,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2012,Kharif     ,Peas & beans (Pulses),5.017279837,5.303304908,0.84729786,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2012,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2012,Rabi       ,Peas & beans (Pulses),5.942799375,5.993961427,0.719122667,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2012,Rabi       ,Potato,5.252273428,7.550135342,2.397895273,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2013,Kharif     ,Sunflower,3.044522438,2.397895273,0.405465108,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2013,Rabi       ,Peas & beans (Pulses),5.942799375,6.018593214,0.731861693,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2013,Rabi       ,Potato,5.252273428,7.550135342,2.397895273,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2014,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2014,Rabi       ,Peas & beans (Pulses),5.942799375,6.042632834,0.744440475,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,LONGLENG,2014,Rabi       ,Potato,5.252273428,7.565793282,2.412147296,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,1999,Kharif     ,Peas & beans (Pulses),5.198497031,4.795790546,0.510825624,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,1999,Kharif     ,Sunflower,4.795790546,5.081404365,0.84729786,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,1999,Rabi       ,Sunflower,5.707110265,6.042632834,0.875468737,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,1999,Whole Year ,Potato,6.089044875,8.468213009,2.469639178,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2000,Kharif     ,Peas & beans (Pulses),5.198497031,4.795790546,0.510825624,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2000,Kharif     ,Sunflower,6.17586727,5.888877958,0.559615788,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2000,Rabi       ,Peas & beans (Pulses),6.685860947,6.673297968,0.686877568,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2000,Rabi       ,Sunflower,4.615120517,4.709530201,0.741937345,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2000,Whole Year ,Potato,6.11146734,8.527341522,2.503255788,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2001,Kharif     ,Peas & beans (Pulses),5.198497031,4.875197323,0.543615447,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2001,Kharif     ,Sunflower,4.510859507,4.510859507,0.693147181,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2001,Rabi       ,Peas & beans (Pulses),6.88857246,6.908754779,0.703299552,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2001,Rabi       ,Sunflower,3.713572067,3.931825633,0.810930216,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2001,Whole Year ,Potato,5.860786223,8.423102268,2.63905733,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2002,Kharif     ,Peas & beans (Pulses),4.394449155,4.615120517,0.810930216,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2002,Kharif     ,Sunflower,5.017279837,5.525452939,0.980829253,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2002,Rabi       ,Peas & beans (Pulses),6.66057515,6.746412129,0.737041374,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2002,Rabi       ,Sunflower,4.709530201,4.875197323,0.780158558,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2002,Whole Year ,Potato,6.17586727,8.74049673,2.640544319,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2003,Kharif     ,Peas & beans (Pulses),4.795790546,5.141663557,0.88238918,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2003,Kharif     ,Sunflower,5.888877958,6.647688374,1.14386888,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2003,Rabi       ,Peas & beans (Pulses),6.985641818,7.123672785,0.764606145,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2003,Rabi       ,Sunflower,4.394449155,4.94875989,1.011600912,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2003,Whole Year ,Potato,6.154858094,8.427487278,2.372428666,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2004,Kharif     ,Peas & beans (Pulses),4.795790546,4.110873864,0.405465108,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2004,Kharif     ,Sunflower,5.017279837,4.875197323,0.624154309,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2004,Rabi       ,Peas & beans (Pulses),6.769641977,6.552507887,0.590337687,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2004,Whole Year ,Potato,7.22329568,9.286467732,2.183341137,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2005,Kharif     ,Peas & beans (Pulses),4.709530201,4.394449155,0.546543706,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2005,Kharif     ,Sunflower,5.198497031,5.017279837,0.606135804,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2005,Rabi       ,Peas & beans (Pulses),6.781057626,7.115582126,0.874521319,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2005,Rabi       ,Sunflower,4.615120517,4.615120517,0.693147181,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2006,Kharif     ,Peas & beans (Pulses),4.94875989,5.017279837,0.7282385,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2006,Kharif     ,Potato,5.564520407,7.74109909,2.287080906,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2006,Kharif     ,Sunflower,4.795790546,4.394449155,0.510825624,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2006,Rabi       ,Peas & beans (Pulses),6.792344427,6.957497371,0.779221789,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2006,Rabi       ,Sunflower,5.638354669,5.303304908,0.538996501,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2007,Kharif     ,Dry chillies,4.510859507,4.615120517,0.747214402,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2007,Kharif     ,Potato,5.303304908,7.934155234,2.7047113,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2007,Kharif     ,Sunflower,6.018593214,6.11146734,0.74077523,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2007,Rabi       ,Peas & beans (Pulses),6.781057626,6.88857246,0.748409859,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2007,Rabi       ,Sunflower,5.916202063,5.564520407,0.532216814,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Kharif     ,Dry chillies,5.252273428,5.442417711,0.793230639,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Kharif     ,Peas & beans (Pulses),5.442417711,5.831882477,0.907557052,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Kharif     ,Potato,4.875197323,7.372118028,2.582545119,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Kharif     ,Sunflower,3.433987204,3.433987204,0.693147181,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Rabi       ,Peas & beans (Pulses),6.580639137,6.84694314,0.835321669,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2008,Rabi       ,Potato,6.196444128,8.778171881,2.656398805,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2009,Kharif     ,Peas & beans (Pulses),5.398162702,5.525452939,0.759105148,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2009,Kharif     ,Potato,5.303304908,7.544861069,2.346601978,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2009,Rabi       ,Peas & beans (Pulses),6.621405652,6.634633358,0.699791723,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2009,Rabi       ,Potato,6.042632834,8.556606194,2.593832232,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2009,Rabi       ,Sunflower,5.017279837,4.875197323,0.624154309,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2010,Kharif     ,Peas & beans (Pulses),5.398162702,5.602118821,0.800777845,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2010,Kharif     ,Potato,5.198497031,7.736743682,2.619016579,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2010,Rabi       ,Potato,6.216606101,8.730851904,2.593761055,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2010,Rabi       ,Sunflower,5.739792912,5.081404365,0.416160397,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2011,Kharif     ,Peas & beans (Pulses),5.398162702,5.602118821,0.800777845,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2011,Rabi       ,Peas & beans (Pulses),6.647688374,6.552507887,0.646627165,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2011,Rabi       ,Potato,6.56667243,8.765770544,2.305398034,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2011,Rabi       ,Sunflower,5.771441123,5.141663557,0.426084395,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2012,Kharif     ,Peas & beans (Pulses),5.398162702,5.673323267,0.840783179,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2012,Rabi       ,Peas & beans (Pulses),6.463029457,6.508769137,0.71631424,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2012,Rabi       ,Potato,6.59441346,8.895766604,2.397895273,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2012,Rabi       ,Sunflower,5.860786223,5.351858133,0.470003629,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2013,Rabi       ,Peas & beans (Pulses),6.463029457,6.538139824,0.731466045,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2013,Rabi       ,Potato,6.608000625,8.910720662,2.39912302,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2013,Rabi       ,Sunflower,5.831882477,5.564520407,0.567984038,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2014,Rabi       ,Peas & beans (Pulses),6.478509642,6.56667243,0.738267616,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2014,Rabi       ,Potato,6.608000625,8.910720662,2.39912302,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MOKOKCHUNG,2014,Rabi       ,Sunflower,5.860786223,5.564520407,0.555525803,July,5.081265151,0.006009385,2.255553986,2.998331192
