State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Months,Temperature,Rainfall,Humidity,Sun hours
Nagaland,MON,1999,Kharif     ,Peas & beans (Pulses),5.141663557,4.709530201,0.498991166,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,1999,Kharif     ,Sunflower,4.94875989,5.198497031,0.826678573,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,1999,Rabi       ,Sunflower,5.707110265,6.042632834,0.875468737,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,1999,Whole Year ,Potato,5.96870756,8.333510709,2.456735773,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2000,Kharif     ,Peas & beans (Pulses),5.141663557,4.709530201,0.498991166,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2000,Kharif     ,Sunflower,6.329720906,6.042632834,0.559615788,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2000,Rabi       ,Peas & beans (Pulses),6.216606101,6.216606101,0.693147181,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2000,Rabi       ,Sunflower,4.795790546,4.875197323,0.733969175,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2000,Whole Year ,Potato,6.018593214,8.331104548,2.408920743,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2001,Kharif     ,Peas & beans (Pulses),5.303304908,5.081404365,0.587786665,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2001,Kharif     ,Sunflower,4.709530201,4.795790546,0.737598943,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2001,Rabi       ,Peas & beans (Pulses),6.673297968,6.685860947,0.69945635,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2001,Rabi       ,Sunflower,4.709530201,5.351858133,1.06784063,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2001,Whole Year ,Potato,5.771441123,8.299285907,2.607308631,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2002,Kharif     ,Peas & beans (Pulses),4.615120517,4.875197323,0.832909123,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2002,Kharif     ,Sunflower,4.709530201,5.442417711,1.128465252,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2002,Rabi       ,Peas & beans (Pulses),6.398594935,6.398594935,0.693147181,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2002,Rabi       ,Sunflower,4.510859507,4.615120517,0.747214402,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2002,Whole Year ,Potato,6.196444128,8.643120748,2.531426665,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2003,Kharif     ,Peas & beans (Pulses),5.017279837,5.141663557,0.757685702,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2003,Kharif     ,Sunflower,5.802118375,6.621405652,1.185623666,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2003,Rabi       ,Peas & beans (Pulses),6.814542897,6.042632834,0.379489622,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2003,Rabi       ,Sunflower,5.198497031,4.709530201,0.476924072,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2003,Whole Year ,Potato,6.089044875,8.202756382,2.229525522,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2004,Kharif     ,Peas & beans (Pulses),4.795790546,3.931825633,0.348306694,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2004,Rabi       ,Peas & beans (Pulses),6.34738921,5.707110265,0.422856851,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2004,Whole Year ,Potato,6.746412129,8.364275085,1.799572009,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2005,Kharif     ,Peas & beans (Pulses),4.875197323,4.262679877,0.430782916,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2005,Rabi       ,Peas & beans (Pulses),6.364750757,6.88857246,0.989412997,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2006,Kharif     ,Peas & beans (Pulses),5.141663557,5.303304908,0.777704569,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2006,Kharif     ,Potato,6.06610809,8.213652703,2.259823234,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2006,Rabi       ,Peas & beans (Pulses),6.364750757,6.552507887,0.791587253,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2007,Kharif     ,Dry chillies,4.110873864,4.262679877,0.773189888,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2007,Kharif     ,Potato,5.707110265,8.331104548,2.696876901,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2007,Rabi       ,Peas & beans (Pulses),6.431331082,6.621405652,0.792846541,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Kharif     ,Dry chillies,5.638354669,5.831882477,0.794929875,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Kharif     ,Peas & beans (Pulses),5.303304908,5.707110265,0.916290732,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Kharif     ,Potato,5.771441123,8.284251798,2.593387293,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Kharif     ,Sunflower,3.044522438,3.044522438,0.693147181,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Rabi       ,Peas & beans (Pulses),6.608000625,6.84694314,0.819898886,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2008,Rabi       ,Potato,4.615120517,7.155396302,2.624668592,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2009,Kharif     ,Peas & beans (Pulses),5.252273428,5.351858133,0.744440475,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2009,Kharif     ,Potato,5.707110265,7.944846711,2.341805806,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2009,Kharif     ,Sunflower,3.433987204,2.397895273,0.287682072,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2009,Rabi       ,Peas & beans (Pulses),6.647688374,6.621405652,0.680075099,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2009,Rabi       ,Potato,4.709530201,7.215975003,2.592537314,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2010,Kharif     ,Peas & beans (Pulses),5.303304908,5.525452939,0.810930216,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2010,Kharif     ,Potato,5.602118821,8.140607043,2.61766614,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2010,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2010,Rabi       ,Potato,5.252273428,7.762596049,2.592895288,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2011,Kharif     ,Peas & beans (Pulses),5.303304908,5.525452939,0.810930216,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2011,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2011,Rabi       ,Peas & beans (Pulses),6.66057515,6.56667243,0.647237479,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2011,Rabi       ,Potato,6.17586727,8.373553741,2.304666259,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2012,Kharif     ,Peas & beans (Pulses),5.351858133,5.602118821,0.826678573,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2012,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2012,Rabi       ,Peas & beans (Pulses),6.878326468,6.938284484,0.723606388,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2012,Rabi       ,Potato,6.196444128,8.486940148,2.388575541,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2013,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2013,Rabi       ,Peas & beans (Pulses),6.88857246,6.966967139,0.733152515,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2013,Rabi       ,Potato,6.196444128,8.497194545,2.397895273,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2014,Kharif     ,Sunflower,3.433987204,3.044522438,0.510825624,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2014,Rabi       ,Peas & beans (Pulses),6.88857246,6.966967139,0.733152515,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,MON,2014,Rabi       ,Potato,6.196444128,8.515391569,2.414454989,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Kharif     ,Dry chillies,5.303304908,5.484796933,0.78845736,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Kharif     ,Peas & beans (Pulses),5.303304908,5.602118821,0.854415328,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Kharif     ,Potato,4.262679877,6.857514063,2.679062664,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Kharif     ,Sunflower,3.433987204,3.433987204,0.693147181,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Rabi       ,Peas & beans (Pulses),6.06610809,6.329720906,0.833919734,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2008,Rabi       ,Potato,4.709530201,7.208600338,2.585711349,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2009,Kharif     ,Peas & beans (Pulses),5.303304908,5.351858133,0.717839793,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2009,Kharif     ,Potato,5.141663557,7.378383713,2.342936389,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2009,Rabi       ,Peas & beans (Pulses),6.133398043,6.089044875,0.671168274,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2009,Rabi       ,Sunflower,5.252273428,5.017279837,0.581921545,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2010,Kharif     ,Peas & beans (Pulses),5.398162702,5.602118821,0.800777845,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2010,Kharif     ,Potato,4.94875989,7.490529402,2.623632859,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2010,Rabi       ,Sunflower,5.993961427,5.351858133,0.42199441,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2011,Kharif     ,Peas & beans (Pulses),5.398162702,5.602118821,0.800777845,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2011,Rabi       ,Peas & beans (Pulses),6.133398043,6.06610809,0.659994973,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2011,Rabi       ,Potato,5.081404365,7.273092596,2.302585093,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2011,Rabi       ,Sunflower,5.993961427,5.351858133,0.42199441,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2012,Kharif     ,Peas & beans (Pulses),5.442417711,5.707110265,0.834797698,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2012,Rabi       ,Peas & beans (Pulses),6.133398043,6.154858094,0.703958097,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2012,Rabi       ,Potato,5.198497031,7.496097345,2.397895273,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2012,Rabi       ,Sunflower,6.018593214,5.525452939,0.476082675,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2013,Rabi       ,Peas & beans (Pulses),6.133398043,6.216606101,0.735706795,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2013,Rabi       ,Potato,5.252273428,7.550135342,2.397895273,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2013,Rabi       ,Sunflower,6.042632834,5.525452939,0.467023001,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2014,Rabi       ,Peas & beans (Pulses),6.133398043,6.23636959,0.746069582,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2014,Rabi       ,Potato,5.351858133,7.669028289,2.415063076,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PEREN,2014,Rabi       ,Sunflower,6.06610809,5.442417711,0.428454626,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,1999,Kharif     ,Peas & beans (Pulses),5.525452939,5.141663557,0.518793793,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,1999,Kharif     ,Sunflower,4.875197323,5.141663557,0.836248024,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,1999,Rabi       ,Sunflower,5.707110265,6.042632834,0.875468737,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,1999,Whole Year ,Potato,6.836259277,8.994792897,2.268683541,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2000,Kharif     ,Peas & beans (Pulses),5.525452939,5.141663557,0.518793793,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2000,Kharif     ,Sunflower,6.216606101,5.916202063,0.553885113,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2000,Rabi       ,Peas & beans (Pulses),6.803505258,6.792344427,0.687576136,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2000,Rabi       ,Sunflower,4.615120517,4.709530201,0.741937345,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2000,Whole Year ,Potato,6.825460036,9.220389708,2.483093413,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2001,Kharif     ,Peas & beans (Pulses),5.638354669,5.398162702,0.579818495,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2001,Kharif     ,Sunflower,3.713572067,3.931825633,0.810930216,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2001,Rabi       ,Peas & beans (Pulses),7.003974137,7.021976423,0.702197016,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2001,Rabi       ,Sunflower,4.615120517,4.510859507,0.641853886,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2001,Whole Year ,Potato,6.552507887,9.059633755,2.586689344,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2002,Kharif     ,Peas & beans (Pulses),5.141663557,5.198497031,0.722134717,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2002,Kharif     ,Sunflower,4.795790546,5.442417711,1.070441412,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2002,Rabi       ,Peas & beans (Pulses),6.803505258,6.710523109,0.647684806,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2002,Rabi       ,Sunflower,4.510859507,4.709530201,0.798507696,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2002,Whole Year ,Potato,6.898714534,9.348448774,2.533376096,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2003,Kharif     ,Peas & beans (Pulses),5.351858133,5.771441123,0.925769476,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2003,Kharif     ,Sunflower,5.198497031,5.831882477,1.060871961,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2003,Rabi       ,Peas & beans (Pulses),6.781057626,6.634633358,0.622529613,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2003,Rabi       ,Sunflower,4.709530201,4.510859507,0.597837001,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2003,Whole Year ,Potato,6.758094504,9.008346579,2.351375257,December,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2004,Kharif     ,Peas & beans (Pulses),5.252273428,5.303304908,0.719122667,July,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2004,Rabi       ,Peas & beans (Pulses),7.090909822,6.857514063,0.583146285,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2004,Whole Year ,Potato,7.313886832,9.175852442,2.006870849,January,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2005,Kharif     ,Peas & beans (Pulses),5.198497031,5.398162702,0.798507696,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2005,Rabi       ,Peas & beans (Pulses),7.099201744,7.396948603,0.853183693,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2006,Kharif     ,Peas & beans (Pulses),5.398162702,5.638354669,0.820980552,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2006,Kharif     ,Potato,6.133398043,8.316544718,2.291656022,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2006,Rabi       ,Peas & beans (Pulses),7.107425474,7.293697721,0.790690335,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2006,Rabi       ,Sunflower,5.525452939,5.141663557,0.518793793,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2007,Kharif     ,Dry chillies,4.510859507,4.709530201,0.798507696,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2007,Kharif     ,Potato,6.154858094,8.696343057,2.619102715,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2007,Kharif     ,Sunflower,5.252273428,5.303304908,0.719122667,November,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2007,Rabi       ,Peas & beans (Pulses),6.878326468,7.090909822,0.805186375,June,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2007,Rabi       ,Sunflower,5.888877958,5.303304908,0.441832752,October,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Kharif     ,Dry chillies,5.564520407,5.771441123,0.802346473,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Kharif     ,Peas & beans (Pulses),5.564520407,5.888877958,0.869037847,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Kharif     ,Potato,6.17586727,8.686260633,2.590267165,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Kharif     ,Sunflower,3.931825633,3.713572067,0.587786665,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Rabi       ,Peas & beans (Pulses),6.908754779,7.396948603,0.966983846,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2008,Rabi       ,Potato,5.993961427,8.501267041,2.587764035,August,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2009,Kharif     ,Peas & beans (Pulses),5.564520407,5.673323267,0.749236647,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2009,Kharif     ,Potato,6.23636959,8.478660242,2.344817857,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2009,Rabi       ,Peas & beans (Pulses),6.947937069,6.957497371,0.697943353,May,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2009,Rabi       ,Potato,6.381816017,8.897135342,2.594495502,March,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2009,Rabi       ,Sunflower,5.303304908,5.198497031,0.641853886,September,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2010,Kharif     ,Peas & beans (Pulses),5.602118821,5.831882477,0.815036998,April,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2010,Kharif     ,Potato,6.17586727,8.714567551,2.616483008,February,5.081265151,0.006009385,2.255553986,2.998331192
Nagaland,PHEK,2010,Rabi       ,Potato,6.508769137,9.024131268,2.594363243,September,5.081265151,0.006009385,2.255553986,2.998331192
